row_title,obj_title,obj_cost,obj_reqs
Power Fusions (Shard),Skinwalker,6 SP,Required: (Changer) ​​Skinslip; Required: (Shaker) Parian
Power Fusions (Shard),Essence Harvester,6 SP,Required: (Blaster/Master) Pithing Needle; Required: (Striker) Mr. Bough
Power Fusions (Shard),Still Domain,5 SP,Required: (Shaker/Trump) Still Aura; Required: (Breaker/Trump) Still Body; Required: (Blaster/Trump) Still Blast
Power Fusions (Shard),The Rend,4 SP,Required: (Blaster/Striker) Hemorrhage; Required: (Striker/Brute) Ravager
Power Fusions (Shard),Custom Made,10 SP,Required: Status Window; Required: (Trump) Bodycount ; Required: (Master) Scribble
Power Fusions (Shard),Soul Drain,3 SP,Required: (Brute/Trump) Life Taker; Required: (Thinker/Striker) Mind Plunderer; Required: (Striker/Trump) Bandersnatch; Required: (Trump) Bodycount 
Power Fusions (Shard),The Winsome Wasp,5 SP,Required: (Breaker) Ant Man; Required: (Blaster) Selective Targeting; Required: Changer/Mover (Wings); Required: True Wings
Power Fusions (Shard),Isekai Summoning,6 SP,Required: (Mover) Summoning; Required: (Thinker) Looking for More; Required: Homecoming
Power Fusions (Shard),Singular Starkiller,4 SP,Required: (Changer/Master) Culture; Required: (Breaker/Trump) Cronus; Required: The Plague ; Required: Yaldabaoth
Power Fusions (Shard),Egregore,5 SP,Required: Gehenna; Required: Comprehension 
Power Fusions (Shard),S-Class Trickster,10 SP,Required: (Mover/Shaker) Position Control; Required: (Mover) Trickster
Power Fusions (Shard),Geist,10 SP,Required: (Master) Play Along; Required: (Master/Stranger) Ghostfreak
Power Fusions (Shard),,,N/A
Power Fusions (Shard),Unlimited Trump Works,15 SP,Required: (Trump) Manager; Required: (Trump) Prototype; Required: (Trump) Shard Supply Store 
Power Fusions (Shard),Imperator,5 SP,Required: (Trump) Aliena; Required: Cleave and Lacerate
Power Fusions (Shard),The Chaos Engine,4 SP,Required: Magnhild; Required: Araboth; Required: Cornerstone
Power Fusions (Shard),Perfect Body,4 SP,"Required: Fibrodysplasia Ossificans Progressiva; Required: Muscular; Required: Overcharged Nervous System; Required: (Changer/Brute) Cells At Work; Required: (Shaker/Brute) Stomach In, Stomach Out; Required: Chimera"
Power Fusions (Shard),Perfect Mind,3 SP,Required: Techno Brain; Required: Computronio; Required: Parallel Processing; Required: Sandevistan; Required: Auto Battler; Required: Thinker (Understanding); Required: Thinker (Hindsight); Required: Thinker (Gut Instinct); Required: Thinker/Master (Organized Mind); Required: Shard Feedback
Power Fusions (Shard),Pinnacle,2 SP,Required: Perfect Body; Required: Perfect Mind
Power Fusions (Shard),The Ascension,,Required: (Breaker/Trump) Cronus; Required: (Thinker/Trump) [Query] [Response]; Required: (Trump) Manager; Required: (Trump) Prototype; Required: (Tinker/Trump) Shards; Required: (Shaker/Blaster) Stilling
(Entity) Shard Clusters,Administrator (Rank 0),-6 ,N/A
(Entity) Shard Clusters,Administrator (Rank 1),-6 | 5 SP| 5 CP,Required: Administrator (Rank 0)
(Entity) Shard Clusters,Administrator (Rank 2),-6 | 10 SP| 10 CP,Required: Administrator (Rank 1)
(Entity) Shard Clusters,Administrator (Rank 3),-6 | 15 SP| 15 CP,Required: Administrator (Rank 2)
(Entity) Shard Clusters,Avatar,5 SP| 1 ,N/A
(Entity) Shard Clusters,Feeder,5 SP| 1 ,N/A
(Entity) Shard Clusters,Breach,5 SP| 1 ,N/A
(Entity) Shard Clusters,Panopticon,5 SP| 1 ,N/A
(Entity) Shard Clusters,Broadcast,5 SP| 1 ,N/A
(Entity) Shard Clusters,Cloak,5 SP| 1 ,N/A
(Entity) Shard Clusters,Manager,10 SP| 1 ,N/A
(Entity) Shard Clusters,Repair,10 SP| 1 ,N/A
(Entity) Shard Clusters,Hindsight,10 SP| 1 ,N/A
(Entity) Shard Clusters,Analysis,10 SP| 1 ,N/A
(Entity) Shard Clusters,Factory,20 SP| 1 ,N/A
(Entity) Shard Clusters,Prototype,20 SP| 1 ,N/A
(Entity) Shard Clusters,Technology,20 SP| 1 ,N/A
(Entity) Shard Clusters,Armament,15 SP| 1 ,N/A
(Entity) Shard Clusters,Protection,15 SP| 1 ,N/A
(Entity) Shard Clusters,Slip,20 SP| 1 ,N/A
(Entity) Shard Clusters,Security,20 SP| 1 ,N/A
(Entity) Shard Clusters,Shaper,20 SP| 1 ,N/A
(Entity) Shard Clusters,Timekeeper,20 SP| 1 ,N/A
(Entity) Shard Clusters,Virus,30 SP| 1 ,N/A
(Entity) Shard Clusters,Foresight (Simulation),10 SP| 1 ,N/A
(Entity) Shard Clusters,Foresight (True),20 SP| 1 ,Required: Foresight (Simulation)
(Entity) Shard Clusters,Construct,30 SP| 1 ,N/A
Physical Powers,Perfect Condition,10 SP,N/A
Physical Powers,Super Soldier Serum (Marvel),5 SP,N/A
Physical Powers,Spider-Totem (Marvel),15 SP,N/A
Physical Powers,Homo Superior (Marvel),15 SP,N/A
Physical Powers,InHomo Supremis (Marvel),20 SP,N/A
Physical Powers,Homo Immortalis (Marvel),40 SP,N/A
Physical Powers,Asgardian (Marvel),20 SP,N/A
Physical Powers,Gamma Mutate (Marvel),30 SP,N/A
Physical Powers,Marvelous (MCU),30 SP,N/A
Physical Powers,Avatar of Cyttorak (Marvel),40 SP,N/A
Physical Powers,Mankind Redefined (Marvel),10 SP,N/A
Physical Powers,Inheritor of Solus (Marvel),25 SP,N/A
Physical Powers,Mister Negative (Marvel),25 SP,N/A
Physical Powers,Immortal Iron Fist (Marvel),20 SP,N/A
Physical Powers,Goutetsu Style Shotokan Karate (Street Fighter),5 SP,N/A
Physical Powers,Hakkyokuseiken (King of Fighters),7 SP,N/A
Physical Powers,Mishima Heir (Tekken),10 SP,N/A
Physical Powers,Hokuto Shinken (Fist Of The North Star),10 SP,N/A
Physical Powers,Sublime Way (D&D),10 SP,N/A
Physical Powers,Senpou Arts (Sekiro),5 SP,N/A
Physical Powers,Ashina Arts (Sekiro),5 SP,N/A
Physical Powers,Way of the Shinobi (Sekiro),5 SP,N/A
Physical Powers,Hiten Mitsurugi-ryū (Ruroni Kenshin),5 SP,N/A
Physical Powers,Three Sword Style (One Piece),15 SP,N/A
Physical Powers,Rokushiki (One Piece),10 SP,N/A
Physical Powers,Pacifista (One Piece),12 SP,N/A
Physical Powers,Lunarian (One Piece),16 SP,N/A
Physical Powers,Silky Road,16 SP,N/A
Physical Powers,Ninja Village Training (One Punch Man),15 SP,N/A
Physical Powers,Whirlwind Iron Cutting Fist (One Punch Man),10 SP,N/A
Physical Powers,Water Stream Rock Smashing Fist (One Punch Man),10 SP,N/A
Physical Powers,Master Martial Artist (One Punch Man),10 SP,N/A
Physical Powers,(Future) Dominator of the Universe! (One Punch Man),15 SP,N/A
Physical Powers,Metal Bat (One Punch Man),15 SP,N/A
Physical Powers,Heracles Style Nine Lives: Shooting the Hundred Heads (Type-Moon),20 SP,N/A
Physical Powers,God Hand: The Twelve Labors (Type-Moon),20 SP,N/A
Physical Powers,Innocent Monster (Type-Moon),5 SP,N/A
Physical Powers,Aletheia (Type-Moon),60 SP,N/A
Physical Powers,Dead Apostle (Type-Moon),10 SP,N/A
Physical Powers,Jacob's Limbs (Type-Moon),12 SP,N/A
Physical Powers,Shadowhunter (Shadowhunters),10 SP,N/A
Physical Powers,Witcher (The Witcher),10 SP,N/A
Physical Powers,Hunter (Bloodborne),20 SP,N/A
Physical Powers,What Do You Fear? (Chainsaw Man),10 SP,N/A
Physical Powers,Light Shipgirl (Azur Lane/Kantai Collection),10 SP,Incompatible: Heavy Shipgirl (Azur Lane/Kantai Collection)
Physical Powers,Heavy Shipgirl (Azur Lane/Kantai Collection),15 SP,Incompatible: Light Shipgirl (Azur Lane/Kantai Collection)
Physical Powers,Hybrid Shipgirl (Azur Lane/Kantai Collection),5 SP,Required: Heavy Shipgirl (Azur Lane/Kantai Collection); Required: Light Shipgirl (Azur Lane/Kantai Collection)
Physical Powers,Viltrumite Hybrid (Invincible),20 SP,N/A
Physical Powers,Harem (Grrl Power),25 SP,N/A
Physical Powers,Maxima (Grrl Power),30 SP,N/A
Physical Powers,Equestrian (My Little Pony: Friendship is Magic),15 SP,N/A
Physical Powers,Changeling (My Little Pony: Friendship is Magic),10 SP,N/A
Physical Powers,Metro Man (Megamind),40 SP,N/A
Physical Powers,Beast of No Nation (DC Comics),10 SP,N/A
Physical Powers,Tamaranean (DC Comics),20 SP,N/A
Physical Powers,Atlantean (DC Comics),12 SP,N/A
Physical Powers,Amazon (DC Comics),15 SP,N/A
Physical Powers,(Wo)Man of Steel (DC Comics),40 SP,N/A
Physical Powers,Speed Force (DC Comics),40 SP,N/A
Physical Powers,Still Force (DC Comics),40 SP,N/A
Physical Powers,Strength Force (DC Comics),40 SP,N/A
Physical Powers,Martian Manhunter (DC Comics),40 SP,N/A
Physical Powers,One of the Last Czarnians (DC Comics),40 SP,N/A
Physical Powers,New Gods of the Fourth World (DC Comics),45 SP,N/A
Physical Powers,Plastic Man (DC Comics),35 SP,N/A
Physical Powers,Quantum Field (DC Comics),40 SP,N/A
Physical Powers,Snowflame (DC Comics),10 SP,N/A
Physical Powers,Osmosian (Ben 10),15 SP,N/A
Physical Powers,Anodite (Ben 10),20 SP,N/A
Physical Powers,Half-Saiyan (Dragon Ball Series),20 SP,N/A
Physical Powers,Frost Demon (Dragon Ball Series),40 SP,N/A
Physical Powers,Androids (Dragon Ball Series),45 SP| 20 SP,N/A
Physical Powers,Bio-Android (Dragon Ball Series),30 SP,N/A
Physical Powers,Majin (Dragon Ball Series),50 SP,N/A
Physical Powers,Namekian (Dragon Ball Series),15 SP,N/A
Physical Powers,Tuffleization (Dragon Ball Series),40 SP,N/A
Physical Powers,"Mew, too (Pokémon)",20 SP,N/A
Physical Powers,"Aliens Are Real, And They Turned Me Into A Robot! (Inuyashiki)",15 SP,N/A
Physical Powers,Fel Blood (Warcraft),10 SP,N/A
Physical Powers,Adeptus Astartes (40k),8 SP,N/A
Physical Powers,Perpetual (40k),35 SP| 5 SP,N/A
Physical Powers,Navigator (40k),30 SP,N/A
Physical Powers,The Magnum Opus of Maerorus (40k),20 SP,N/A
Physical Powers,Officio Assassinorum Group Project (40k),15 SP,N/A
Physical Powers,Aeldari (40k),15 SP,N/A
Physical Powers,Quirk (My Hero Academia),10 SP,N/A
Physical Powers,Body Modification (My Hero Academia),15 SP,N/A
Physical Powers,Nova (Trinity Continuum),25 SP,N/A
Physical Powers,Half-Ghost (Danny Phantom),15 SP,N/A
Physical Powers,Conduit (Infamous),15 SP,N/A
Physical Powers,Limelight (The Reckoners),20 SP,N/A
Physical Powers,Hyper Geno Arts (Super Gene),25 SP,N/A
Physical Powers,Fanalis (Magi: The Labyrinth of Magic),15 SP,N/A
Physical Powers,Half-Devil (DxD),10 SP,N/A
Physical Powers,Vampire (DxD),8 SP,N/A
Physical Powers,Dragon (DxD),25 SP,N/A
Physical Powers,Heroic Bloodline (DxD),4 SP,N/A
Physical Powers,Demon (Demon Slayer),7 SP,N/A
Physical Powers,Descendant of Sparda (Devil May Cry),40 SP,N/A
Physical Powers,Blood of Númenor (Lord of The Rings),10 SP,N/A
Physical Powers,Fire Dragon (Lord of The Rings),25 SP,N/A
Physical Powers,The Progenitor of Man (Records of Ragnarok),40 SP,N/A
Physical Powers,"The ""Hercules"" Method (The Strange Talent of Luther Strode)",10 SP,N/A
Physical Powers,The King's Body (The God of High School),15 SP,N/A
Physical Powers,Wisdom of the Sage (The God of High School),15 SP| 5 SP,N/A
Physical Powers,Renewal Taekwondo (The God of High School),15 SP| 5 SP,N/A
Physical Powers,Reincarnation (The God of High School),60 SP,N/A
Physical Powers,Mantra Reactor (Asura's Wrath),30 SP,N/A
Physical Powers,Life Fiber Warrior (Kill La Kill),15 SP,N/A
Physical Powers,Chiropteran Royalty (Blood+),10 SP,N/A
Physical Powers,Lazarus Syndrome,30 SP,N/A
Physical Powers,Parasite Lost,15 SP,N/A
Physical Powers,Flowmotion,5 SP,N/A
Physical Powers,Facsimile,5 SP,N/A
Physical Powers,Unbreakable Fortitude,10 SP,N/A
Physical Powers,Pilot (Titanfall),5 SP| 0 SP,N/A
Physical Powers,The Last Night Sentinel (DOOM),10 SP,N/A
Physical Powers,I Reject My Humanity (JJBA),15 SP,N/A
Physical Powers,THE Ultimate Lifeform (JJBA),40 SP| 30 SP,N/A
Physical Powers,Gourmet Cells (Toriko),10 SP,N/A
Physical Powers,Magic And Muscle (Mashle),25 SP,N/A
Physical Powers,Demon Infernal (Fire Force),10 SP,N/A
Physical Powers,The Wretched One (Deadman's Wonderland),20 SP,N/A
Physical Powers,Venomous Phantom Snake (Metal Gear),8 SP| 4 SP,N/A
Physical Powers,Yuji “These Hands” Itadori (Jujutsu Kaisen),10 SP,N/A
Physical Powers,Heavenly Restriction (Jujutsu Kaisen),8 SP,N/A
Physical Powers,The Terrarian (Terraria),25 SP,N/A
Physical Powers,Ghoul (Tokyo Ghoul),10 SP,N/A
Physical Powers,Ultima Sunt (Guild Wars),30 SP,N/A
Physical Powers,Shepard (Mass Effect),15 SP,N/A
Physical Powers,You're S.P.E.C.I.A.L.! (Fallout),12 SP,N/A
Physical Powers,Monster (Kaiju N°8),15 SP,N/A
Physical Powers,Catfolk,5 SP,N/A
Physical Powers,Bake-Danuki,20 SP,N/A
Physical Powers,Ajin,15 SP,N/A
Physical Powers,Peak Realm Martial Artist (Volcanic Age),5 SP,N/A
Physical Powers,Hanma (Baki the Grappler),7 SP,N/A
Physical Powers,Ancient Human (Baki the Grappler),7 SP,N/A
Physical Powers,Niko Style (Kengan Ashura/Omega),5 SP,N/A
Physical Powers,Taboo Descendant (Kengan Ashura/Omega),5 SP,N/A
Physical Powers,Superman Syndrome (Kengan Ashura/Omega),5 SP,N/A
Physical Powers,Oni (Re:Zero),10 SP,N/A
Physical Powers,Unbound Form,15 SP,N/A
Physical Powers,Apex Specimen,15 SP,N/A
Physical Powers,Umm… Sensei! (Assassination Classroom),35 SP,N/A
Physical Powers,Immortal Physiques: Hardness (Emperor's Domination),20 SP,N/A
Physical Powers,Immortal Physiques: Softness (Emperor's Domination),20 SP,N/A
Physical Powers,Immortal Physiques: Yang (Emperor's Domination),20 SP,N/A
Physical Powers,Immortal Physiques: Yin (Emperor's Domination),20 SP,N/A
Physical Powers,Immortal Physiques: Pure (Emperor's Domination),20 SP,N/A
Physical Powers,Immortal Physiques: Taint (Emperor's Domination),20 SP,N/A
Physical Powers,Suffering is Strength ,20 SP,N/A
Physical Powers,Mantle Of The Greatest Hero (Villain Initialization),20 SP,N/A
Physical Powers,Goa’uld (Stargate),10 SP,N/A
Physical Powers,Wraith (Stargate),15 SP,N/A
Physical Powers,Jiongu (Naruto),8 SP| 4 SP,N/A
Physical Powers,From The God Tree (Naruto),8 SP| 4 SP,N/A
Physical Powers,Higher Vampire (The Witcher),30 SP,N/A
Physical Powers,Original Vampire (Originals),25 SP,N/A
Physical Powers,Werewolf (Originals),15 SP,N/A
Physical Powers,Angelic Aberration (NGE),10 SP,N/A
Physical Powers,Divine Physiology (God of War),25 SP,N/A
Physical Powers,Shelob's Equal,25 SP,N/A
Physical Powers,Gem (Steven Universe),13 SP,N/A
Physical Powers,Diamond-Hybrid (Steven Universe),20 SP,N/A
Physical Powers,Grandmaster Martial Artist (History Strongest Disciple Kenichi),10 SP,N/A
Physical Powers,Perfect Chimera (Knights of Sidonia),30 SP,N/A
Physical Powers,Regular Frame (APOSIMZ),15 SP,N/A
Physical Powers,The Azure Festum (Fafner In The Azure),30 SP,N/A
Physical Powers,Alexander Anderson (Hellsing),15 SP,N/A
Physical Powers,Elder True Vampire (Hellsing),25 SP,N/A
Physical Powers,The Greater Nobility (Vampire Hunter D),35 SP,N/A
Physical Powers,Go-go Gadget (Inspector Gadget),30 SP,N/A
Physical Powers,Corvinus Strain (Underworld),20 SP,N/A
Physical Powers,Retribution,5 SP,N/A
Physical Powers,Titan Shifter (Attack on Titan),10 SP,N/A
Physical Powers,Knocking (Toriko),10 SP| 20 SP,N/A
Physical Powers,Enbu (Toriko),10 SP| 15 SP,N/A
Physical Powers,Immortal Sun,35 SP,N/A
Physical Powers,True Soul (Baldur's Gate 3),15 SP,N/A
Physical Powers,Character Menu,12 SP,N/A
Physical Powers,Archon (Fable - The Lost Chapters),15 SP,N/A
Physical Powers,Tarrasque (D&D/Pathfinder),20 SP,N/A
Physical Powers,Heavenly Destroyer Technique (Gosu the Master),20 SP,N/A
Physical Powers,Phazon Infusion (Metroid),20 SP,N/A
Physical Powers,The Hunter (Metroid),15 SP,N/A
Physical Powers,Destroyer Class (Über),15 SP,N/A
Physical Powers,Undying Rage (League of Legends),16 SP,N/A
Physical Powers,The Terror of the Void (League of Legends),30 SP,N/A
Physical Powers,Symbiotics,10 SP,N/A
Physical Powers,Ecology Of One (Monster Hunter),15 SP,N/A
Physical Powers,Supreme Machine (ULTRAKILL),16 SP,N/A
Physical Powers,Hibernation,3 SP,N/A
Physical Powers,Fastest Thing Alive (Sonic the Hedgehog),15 SP,N/A
Physical Powers,Queen of Blades (StarCraft),20 SP,N/A
Physical Powers,The Shapeling Arts (Fallen London),15 SP,N/A
Physical Powers,Project Bloodshot (Valiant),25 SP,N/A
Physical Powers,You Keep Going (El Paso Elsewhere),10 SP,N/A
Physical Powers,Undead (Undead Unluck),25 SP,N/A
Physical Powers,House of the Dragon (A Song of Ice and Fire),12 SP,N/A
Physical Powers,Sirius (Sirius the Jaeger),7 SP,N/A
Physical Powers,Martial Arts (Overlord),5 SP,N/A
Physical Powers,A God Incarnate (Godzilla Franchise),40 SP,N/A
Physical Powers,King of Monsters (Godzilla Franchise),20 SP,N/A
Physical Powers,The Fire Demon (Godzilla Franchise),18 SP,N/A
Physical Powers,Titanus Ghidorah (Godzilla Franchise),40 SP,N/A
Physical Powers,Crystal King (Godzilla Franchise),40 SP,N/A
Physical Powers,The Oxygen Destroyer Incarnate (Godzilla Franchise),40 SP,N/A
Physical Powers,Twin Guardian Deities of Earth (Godzilla Franchise),20 SP,N/A
Physical Powers,The Bionic Monster (Godzilla Franchise),30 SP,N/A
Physical Powers,The Ancestor Titan (Godzilla Franchise),40 SP,N/A
Physical Powers,The Fierce Dragon (Godzilla Franchise),20 SP,N/A
Physical Powers,The Guardian of Okinawa (Godzilla Franchise),20 SP,N/A
Physical Powers,The Guardian of Seatopia (Godzilla Franchise),20 SP,N/A
Physical Powers,The Cyborg Monster (Godzilla Franchise),20 SP,N/A
Physical Powers,Potential Keizer (Godzilla Franchise),15 SP,N/A
Physical Powers,Heir of Belloc (Firebreather),15 SP,N/A
Physical Powers,Divine Bloodline (Castlevania),15 SP,N/A
Physical Powers,Half-Dragon (Fire Emblem),20 SP,N/A
Physical Powers,Manakete (Fire Emblem),20 SP,N/A
Physical Powers,Elf,7 SP,N/A
Physical Powers,Ultraman Factor (Ultraman),15 SP,N/A
Physical Powers,Death Kwon Do (Regular Show),10 SP,N/A
Physical Powers,SOLDIER 3rd Class (Final Fantasy VII),7 SP,N/A
Physical Powers,13th Blade (Katanagatari),5 SP,N/A
Physical Powers,Jump Jump Hero!,10 SP,N/A
Physical Powers,Supublic (Sidekicks),25 SP,N/A
Physical Powers,Transcendent Trajectory (Everyone Else Is A Returnee),20 SP,N/A
Physical Powers,Yautja Elder (Predator),12 SP,N/A
Physical Powers,Feel the HEAT! (Yakuza: Like a Dragon),15 SP,N/A
Physical Powers,Beastmen (BNA),10 SP,N/A
Physical Powers,Saint (Raildex),10 SP,N/A
Physical Powers,Cybertronian (Transformers),10 SP,N/A
Physical Powers,Reploid (Megaman X),15 SP,N/A
Physical Powers,Incubator (Puella Magi Madoka☆Magica),25 SP,N/A
Physical Powers,Terran (Arknights),9 SP,N/A
Physical Powers,Teekaz (Arknights),10 SP,N/A
Physical Powers,Borisin (Honkai: Star Rail),11 SP,N/A
Physical Powers,Spinjitzu (LEGO Ninjago),5 SP,N/A
Physical Powers,Insect Human (Jungle Juice),10 SP,N/A
Physical Powers,The Composite Human,10 SP,N/A
Physical Powers,Blood of the Gods,15 SP,N/A
Physical Powers,Argentum Sphere (I was reincarnated as the 7th prince),10 SP,N/A
Physical Powers,Jötunn,25 SP,N/A
Physical Powers,Panzer Kunst (Battle Angel Alita),6 SP,N/A
Physical Powers,Blacklight Virus (Prototype),15 SP,N/A
Physical Powers,The Elusive One,10 SP,N/A
Physical Powers,The Lancer,10 SP,N/A
Physical Powers,The Shielder,10 SP,N/A
Physical Powers,He Has Returned (Gloryhammer),25 SP,N/A
Physical Powers,HACK/SLASH,13 SP,N/A
Physical Powers,Artificial Chousin (Tenchi Muyo),20 SP,N/A
Physical Powers,Wolf-Blood Shapeshifter (Okami)  ,10 SP,N/A
Physical Powers,FPS (Alternate History CYOA),7 SP,N/A
Physical Powers,Astral (Granblue Fantasy),45 SP,N/A
Physical Powers,Moon Dweller (Granblue Fantasy),25 SP,N/A
Physical Powers,MANTIS (HI3rd),20 SP,N/A
Physical Powers,Qinggong,3 SP,N/A
Physical Powers,Circuit (Gravity Circuit),15 SP,N/A
Physical Powers,Ice Elf (Solo Leveling),7 SP,N/A
Physical Powers,Monarch of Destruction (Solo Leveling),60 SP,N/A
Physical Powers,Patient Zero,5 SP,N/A
Physical Powers,Generic ARPG Character,15 SP,N/A
Physical Powers,Claymore (Claymore),15 SP,N/A
Physical Powers,Dragon Up! (American Dragon),15 SP,N/A
Physical Powers,Type Red (SCP Foundation),5 SP,N/A
Physical Powers,Type Yellow (SCP Foundation),5 SP,N/A
Physical Powers,Stella Populi,35 SP,N/A
Physical Powers,Astrum Populi,35 SP,N/A
Physical Powers,Sky Child (Sky: Children of the Light),10 SP,N/A
Physical Powers,Knight’s Valor,10 SP,N/A
Physical Powers,Machine God (Bofuri),10 SP,N/A
Physical Powers,Au Ra (Final Fantasy XIV),5 SP,N/A
Physical Powers,Chimera (Urban Animal),10 SP,N/A
Physical Powers,"Improvise, Adapt, Overcome",10 SP,N/A
Physical Powers,The Gift of Ornithi,10 SP,N/A
Physical Powers,The Maverick (Magical Girl ☆Sym-tan☆),10 SP,N/A
Physical Powers,Cyberdyne Systems Model 101 – T-800 (Terminator),10 SP,N/A
Mental and Psychic Powers,Wifi,4 SP,N/A
Mental and Psychic Powers,MUSE,5 SP,N/A
Mental and Psychic Powers,Imagination Power (Baki the Grappler),3 SP,N/A
Mental and Psychic Powers,Repentance,3 SP,N/A
Mental and Psychic Powers,Believe in The Me Who Believes in You!,5 SP,N/A
Mental and Psychic Powers,The Writer,3 SP,N/A
Mental and Psychic Powers,Holmes,5 SP,N/A
Mental and Psychic Powers,The Hand Behind The Curtain,15 SP,N/A
Mental and Psychic Powers,Geass of Absolute Obedience (Code Geass),5 SP,N/A
Mental and Psychic Powers,Legendary Skill (Type-Moon),15 SP,N/A
Mental and Psychic Powers,Natural-Born Genius (Type-Moon),15 SP,N/A
Mental and Psychic Powers,Riding (Type-Moon),5 SP,N/A
Mental and Psychic Powers,Sha Naqba Imuru (Type-Moon),35 SP| 20 SP,N/A
Mental and Psychic Powers,Ultimate Talent (Danganronpa),10 SP,N/A
Mental and Psychic Powers,Psionics (D&D),10 SP,N/A
Mental and Psychic Powers,Esper (Raildex),10 SP,N/A
Mental and Psychic Powers,A Spark of Genius (Girl Genius),20 SP,N/A
Mental and Psychic Powers,The Force (Star Wars),15 SP,N/A
Mental and Psychic Powers,Shatterpoint (Star Wars),12 SP,N/A
Mental and Psychic Powers,Esper (Mob Psycho 100),15 SP,N/A
Mental and Psychic Powers,Tornado of Terror (One Punch Man),40 SP,N/A
Mental and Psychic Powers,Psiad (Trinity Continuum),15 SP,N/A
Mental and Psychic Powers,Psyker (40k),0 SP,N/A
Mental and Psychic Powers,Epsilon-Class Psyker (40k),1 SP| 0 SP,Required: Psyker (40k); Incompatible: Delta-Class Psyker (40k); Incompatible: Gamma-Class Psyker (40k); Incompatible: Beta-Class Psyker (40k); Incompatible: Alpha-Class Psyker (40k); Incompatible: Alpha Plus-Class Psyker (40k)
Mental and Psychic Powers,Delta-Class Psyker (40k),5 SP| 0 SP,Required: Psyker (40k); Incompatible: Epsilon-Class Psyker (40k); Incompatible: Gamma-Class Psyker (40k); Incompatible: Beta-Class Psyker (40k); Incompatible: Alpha-Class Psyker (40k); Incompatible: Alpha Plus-Class Psyker (40k)
Mental and Psychic Powers,Gamma-Class Psyker (40k),10 SP| 0 SP,Required: Psyker (40k); Incompatible: Epsilon-Class Psyker (40k); Incompatible: Delta-Class Psyker (40k); Incompatible: Beta-Class Psyker (40k); Incompatible: Alpha-Class Psyker (40k); Incompatible: Alpha Plus-Class Psyker (40k)
Mental and Psychic Powers,Beta-Class Psyker (40k),20 SP| 0 SP,Required: Psyker (40k); Incompatible: Epsilon-Class Psyker (40k); Incompatible: Delta-Class Psyker (40k); Incompatible: Gamma-Class Psyker (40k); Incompatible: Alpha-Class Psyker (40k); Incompatible: Alpha Plus-Class Psyker (40k)
Mental and Psychic Powers,Alpha-Class Psyker (40k),35 SP| 15 SP,Required: Psyker (40k); Incompatible: Epsilon-Class Psyker (40k); Incompatible: Delta-Class Psyker (40k); Incompatible: Gamma-Class Psyker (40k); Incompatible: Beta-Class Psyker (40k); Incompatible: Alpha Plus-Class Psyker (40k)
Mental and Psychic Powers,Alpha Plus-Class Psyker (40k),50 SP| 25 SP,Required: Psyker (40k); Incompatible: Epsilon-Class Psyker (40k); Incompatible: Delta-Class Psyker (40k); Incompatible: Gamma-Class Psyker (40k); Incompatible: Beta-Class Psyker (40k); Incompatible: Alpha-Class Psyker (40k)
Mental and Psychic Powers,Ephrael Stern (40k),5 SP| 0 SP,Required: Psyker (40k)
Mental and Psychic Powers,WAAAGH! Energy (40k),15 SP,N/A
Mental and Psychic Powers,Blank (40k),5 SP,N/A
Mental and Psychic Powers,Enuncia (40k),30 SP,N/A
Mental and Psychic Powers,Hyperkinetic (Alphas),6 SP,N/A
Mental and Psychic Powers,Hypercognitive (Alphas),9 SP,N/A
Mental and Psychic Powers,Unseen Hands ,30 SP,N/A
Mental and Psychic Powers,Diagram (Cosmere),6 SP,N/A
Mental and Psychic Powers,Menticide (I'm Sorry For Being Born In This World),6 SP,N/A
Mental and Psychic Powers,"I Do Not Judge, I Merely Accept",10 SP,N/A
Mental and Psychic Powers,Zero (Tower of God),10 SP,N/A
Mental and Psychic Powers,Thought Cabinet (Disco Elysium),8 SP| 0 SP,N/A
Mental and Psychic Powers,Dream Control,10 SP,N/A
Mental and Psychic Powers,Sage Force Conduit (DC Comics),40 SP,N/A
Mental and Psychic Powers,Luthorism Mindset (DC Comics),60 SP,N/A
Mental and Psychic Powers,Music Meister (DC Comics),10 SP,N/A
Mental and Psychic Powers,Black Bat (DC Comics),4 SP,N/A
Mental and Psychic Powers,Minerva (The Perfect Run),15 SP,N/A
Mental and Psychic Powers,Ouroboros - The Snake That Bites Its Own Tail,15 SP,N/A
Mental and Psychic Powers,Daydreamer (Omori),10 SP,N/A
Mental and Psychic Powers,The Principle Of All Things (Jigokuraku),8 SP,N/A
Mental and Psychic Powers,Fighting Instinct,5 SP,N/A
Mental and Psychic Powers,Path of the Prodigy,8 SP,N/A
Mental and Psychic Powers,Kid-At-Heart,20 SP,N/A
Mental and Psychic Powers,Idol (Oshi no Ko),5 SP,N/A
Mental and Psychic Powers,Lie Eater,10 SP,N/A
Mental and Psychic Powers,Telepathy,5 SP,N/A
Mental and Psychic Powers,Mind's Eye,3 SP,N/A
Mental and Psychic Powers,Heir of Caesar,8 SP,N/A
Mental and Psychic Powers,Marble Emperor,8 SP,N/A
Mental and Psychic Powers,Autobattler,10 SP,N/A
Mental and Psychic Powers,"Villainess? - No, I'm Totally The Heroine! (Villain Initialization)",20 SP,N/A
Mental and Psychic Powers,Archive ,5 SP,N/A
